logzsol,logu,age_myr,nii_ha,oiii_hb,oii_ha,sii_ha
-1.75,-1.25,0.5,-3.2935452494084245,-0.11867216403641113,-1.843752304458352,-2.5914719739399543
-1.75,-1.25,1.0,-3.2935452494084245,-0.11867216403641126,-1.843752304458352,-2.5914719739399543
-1.75,-1.25,2.0,-3.2931976436664456,-0.11889758167354408,-1.842470650131307,-2.5919232858960566
-1.75,-1.25,3.0,-3.2930835184614637,-0.1180103366125324,-1.8406081647471393,-2.591603638926073
-1.75,-1.25,4.0,-3.2949525541834075,-0.11616947877372258,-1.8643505380109153,-2.586188796652652
-1.75,-1.25,6.0,-3.2961452513409917,-0.13038846017437314,-1.8652452808827278,-2.5855492567571168
-1.75,-1.25,8.0,-3.293375597098634,-0.12541346637250925,-1.8399139101000679,-2.591327035507452
-1.75,-1.25,10.0,-3.258544192920681,-0.12999879494469016,-1.7633809124217381,-2.603007923809716
-1.75,-1.0,0.5,-3.3584764046015465,-0.09023953930343256,-1.9075958885351771,-2.651600452347519
-1.75,-1.0,1.0,-3.3584764046015465,-0.09023953930343256,-1.9075958885351774,-2.651600452347519
-1.75,-1.0,2.0,-3.3582322021393454,-0.09047995724054503,-1.906384562687908,-2.65218711216555
-1.75,-1.0,3.0,-3.3581451258723813,-0.08959372048155646,-1.9045742534556536,-2.6517681835297995
-1.75,-1.0,4.0,-3.359046405939489,-0.0876597699173505,-1.9275564757054988,-2.645974533312356
-1.75,-1.0,6.0,-3.360098417439559,-0.10346191359223576,-1.9276614239382783,-2.645672294012978
-1.75,-1.0,8.0,-3.358225579052145,-0.09813188278650163,-1.9035695481802426,-2.651303227829109
-1.75,-1.0,10.0,-3.326186225856759,-0.10155113434871772,-1.8301937297617639,-2.6641526564551583
-1.5,-4.0,0.5,-2.3668334968923617,-2.073002009236376,-1.1007750488502757,-1.567221905864161
-1.5,-4.0,1.0,-2.3668334968923617,-2.073002009236376,-1.1007750488502757,-1.5672219058641612
-1.5,-4.0,2.0,-2.366982339760302,-2.0763725155407196,-1.100633794257852,-1.5674115719912685
-1.5,-4.0,3.0,-2.3665203307631066,-2.0782487343544247,-1.0999669738418936,-1.5679938743931734
-1.5,-4.0,4.0,-2.364822156848481,-2.0246863375541344,-1.1032159371919548,-1.564686165362927
-1.5,-4.0,6.0,-2.364810552052135,-2.0174687003206673,-1.1039766575183798,-1.5601941559375194
-1.5,-4.0,8.0,-2.3661936845667935,-2.0788609333894685,-1.0996528489393549,-1.5664457402404115
-1.5,-4.0,10.0,-2.3715098833786215,-2.236277054939329,-1.0972641795330016,-1.5773102741535439
-1.5,-3.75,0.5,-2.3817211712074027,-1.6141102135066348,-1.0673816082195176,-1.6576226163328622
-1.5,-3.75,1.0,-2.3817211712074027,-1.6141102135066348,-1.0673816082195176,-1.657622616332862
-1.5,-3.75,2.0,-2.3815954664708,-1.6169875859199858,-1.0669601586070703,-1.657741982793763
-1.5,-3.75,3.0,-2.381117705608538,-1.6185549077352546,-1.0660202563976628,-1.658249174661576
-1.5,-3.75,4.0,-2.383457523425201,-1.5724661044567254,-1.074547475530378,-1.6564618056554872
-1.5,-3.75,6.0,-2.3842992320380825,-1.5618883500560148,-1.0764865531852603,-1.6524470994797182
-1.5,-3.75,8.0,-2.3815327078366324,-1.6140148667587066,-1.0658665388534703,-1.6575191534626605
-1.5,-3.75,10.0,-2.374455171366911,-1.7574921131598558,-1.050177796093696,-1.663354872114085
-1.5,-3.5,0.5,-2.396608845522451,-1.1552184177768865,-1.033987942299019,-1.7480216930709143
-1.5,-3.5,1.0,-2.396608845522451,-1.1552184177768865,-1.0339879422990188,-1.7480216930709143
