nii_ha,oiii_hb,sii_ha
-0.970315483313243,-3.7684279673606724,-0.7033373660677316
-1.3269887746865976,-3.40223515031888,-0.9763237185091712
-0.8099333814576042,-1.9258933996917662,-1.1099161894856078
-1.527757071283176,-4.439400979507873,-0.42364063076732467
-0.8597587006524492,-0.4880269922024567,-1.2911486267888648
-0.5036133363674793,-2.2368341150569364,-0.2538711396674682
-1.9074565614567118,0.9736844047198899,-2.6471174822899073
-0.7929216832973296,-2.3049413867662736,-1.111122707477906
-3.0202870119975103,0.7626863967942795,-2.545349031324192
-1.1958724684196937,-0.2966568225465665,-1.2365600421977032
-2.180863017622073,1.087817784668566,-2.7038062455422773
-0.35489974617865266,1.0301937489611461,-0.5340179528140953
-1.3283923390170997,0.6097606590862981,-0.9038053487379224
-1.378618019277468,-0.622899504583259,-1.2957777358934184
-1.4388059158663538,1.0343537546838917,-1.8160436489587068
-1.397723270158913,-2.1870678198934073,-1.022145738501485
-0.8273636820635062,-1.6388529298106036,-0.6644711233998074
-1.6196321474279571,0.5811551139033782,-1.7059503390516844
-1.1923723654801535,0.2615720961863275,-0.7908402613426383
-0.326346919665241,-0.9101125846264395,-1.6807023844746825
-0.13850518781897145,-0.523797790644764,-1.2233645150798516
-0.9716664485797536,0.19373277510596404,-1.2026504087770755
-2.3536587081325564,-4.497660539177318,-1.14179298419181
-2.928935276689721,0.9519826199598711,-2.4558337620921744
-1.2933079774350844,-2.499570234618645,-0.7197277031275825
-0.9026717335149925,0.7845797970848665,-0.7041713392210739
-3.154022176591724,0.40070982550614076,-2.5900816214604676
-0.5750888304779026,-0.5524907232130474,-1.2230959099888523
-1.993086153731582,-1.9298115690883861,-0.7819246293680265
-1.1711816581936887,-2.626048379851042,-0.3275676958434977
-0.9361059676626269,-0.6456743249594794,-0.5604838829173048
-1.470858487541932,0.7892364897470898,-1.4553745354893206
-1.2544901876444428,-0.8133842716704365,-1.688496522698741
-1.0964421147231675,-3.2058910145743695,-0.8538381493827722
-0.4889339043446838,0.2591688877046464,-0.5010599776567844
-1.9832779055962817,-0.3123998204925798,-1.7993274125221241
-1.2950420419781352,-2.6991998955207066,-0.7060404513522633
-1.0065106055314956,0.6670684581097603,-0.2504717797272194
-0.27770590121019717,-3.8585087405452114,-0.3299599152864895
-1.3627753925626322,-2.1809348198092025,-1.2386264370655644
-2.218428125247918,0.802355861712627,-2.770660605356465
-1.1815042204835677,-1.0336270900615503,-1.5051080460334378
-1.500667555638799,-3.320017884086596,-0.9984279937923803
-1.3120778300255793,0.03504514867160679,-2.463515557439473
-0.5201781643590735,-1.339796084003332,-0.5358985983354576
0.2007935938427253,0.45638455796370175,-0.27011385843899416
-1.8423247263593012,0.4826866639385372,-1.3230108066547739
-1.1100478977524446,-3.1142653905045137,-0.4756704857652165
-2.14298215958015,-4.266567398567318,-1.1192942456734138
-0.17829796466606498,-0.9820464862218188,-1.5435896352100205
-0.8679666668116751,-0.5758223955331161,-1.0526942325942832
-1.0217801240728548,-2.9365257688752138,-1.459286765918256
-1.3346048225237723,-0.19079140389366958,-0.766365782456577
-2.0200629812335222,-1.941589731442079,-1.189831844656076
0.09265133507390284,-0.6340490377070367,-0.7613391656793776
-1.1521275349005577,-1.613508556489876,-0.971706551164151
-0.8652316922873879,-3.6041117454275877,-0.5919049123654991
-0.5318955738773851,-1.7707009952044857,-1.2202447359453223
-0.7273028500720072,0.45005802693684416,-1.1760968828479315
-0.45219863424262735,-0.18551196233072176,-1.031941004399387
-0.8943467342716644,-1.4386798470538693,-1.5482703269267166
-1.0205744412870104,-2.1080052509137346,-0.8956964554042259
-0.9062615317201264,-1.404978996200171,-0.683034263309999
-1.4427120609674304,1.0932612432566629,-0.47564915772175004
-1.5097255405338643,-3.9949688618340033,-1.419825181469709
-1.9326581859997631,-0.5629774764084843,-1.5856663670904565
-0.4995417675839277,-2.718681397845778,-0.35298768255041096
-1.6427709484005604,0.03374209728173839,-1.020300550681701
-0.5392948746853534,-3.5299738639722804,-0.38915478528381686
-1.2926833368275723,0.0551238173504061,-0.7609120340844155
