logu,logz,logno,logn,nii_ha,oiii_hb,sii_ha
-3.0,-0.8666666666666667,-1.1428571428571428,0.5,-1.8624108673883768,-0.22117778158148121,-0.6301363982050221
-3.0,-0.7400000000000001,-1.1428571428571428,0.5,-1.758829944672165,-0.1443072907468519,-0.5225834667335896
-3.0,-0.6133333333333335,-1.1428571428571428,0.5,-1.6641325052585074,-0.08433667586380975,-0.42188882312600784
-3.0,-0.4866666666666668,-1.1428571428571428,0.5,-1.5805402040167849,-0.04452938212218522,-0.3300849781692677
-3.0,-0.3600000000000001,-1.1428571428571428,0.5,-1.5097308506062106,-0.026861935720269587,-0.24944581485506703
-3.0,-0.2333333333333334,-1.1428571428571428,0.5,-1.4531146887500554,-0.032292305395060374,-0.18235847877819028
-3.0,-0.10666666666666691,-1.1428571428571428,0.5,-1.4126233884304753,-0.062041006396732774,-0.13128167506979244
-3.0,0.019999999999999796,-1.1428571428571428,0.5,-1.3913651445433146,-0.1193919378736155,-0.09897950503276738
-3.0,0.1466666666666665,-1.1428571428571428,0.5,-1.3939171842173081,-0.2117292545272634,-0.08917659720842742
-3.0,0.273333333333333,-1.1428571428571428,0.5,-1.426606981558642,-0.3530118318137668,-0.10768895094042408
-3.0,0.4,-1.1428571428571428,0.5,-1.4989109218506513,-0.5677399649151411,-0.1639995810911635
-2.8,-1.5,-1.1428571428571428,0.5,-2.472603987764181,-0.559785353831117,-1.2605862226023947
-2.8,-1.3733333333333333,-1.1428571428571428,0.5,-2.351252013425814,-0.4446484558333594,-1.1382690012827519
-2.8,-1.2466666666666666,-1.1428571428571428,0.5,-2.231653285871488,-0.3339262040390096,-1.0176509623713348
-2.8,-1.12,-1.1428571428571428,0.5,-2.114522042623527,-0.22909543557609166,-0.8993264807048758
-2.8,-0.9933333333333334,-1.1428571428571428,0.5,-2.0009303223150496,-0.13225558409709492,-0.7841028005468974
-2.8,-0.8666666666666667,-1.1428571428571428,0.5,-1.8924239753047232,-0.04630452877460552,-0.6730501058673549
-2.8,-0.7400000000000001,-1.1428571428571428,0.5,-1.7910116986367441,0.025169136378906366,-0.5675446999346543
-2.8,-0.6133333333333335,-1.1428571428571428,0.5,-1.6988802692584173,0.07845105926654836,-0.46928860222916385
-2.8,-0.4866666666666668,-1.1428571428571428,0.5,-1.617937940307094,0.11050840236354983,-0.38027859329493
-2.8,-0.3600000000000001,-1.1428571428571428,0.5,-1.5496777535201929,0.11934087762136161,-0.3027136265307493
-2.8,-0.2333333333333334,-1.1428571428571428,0.5,-1.495660395954836,0.10333880309733699,-0.23889804369842776
-2.8,-0.10666666666666691,-1.1428571428571428,0.5,-1.458247553329187,0.059793049993054036,-0.1912900585640038
-2.8,0.019999999999999796,-1.1428571428571428,0.5,-1.4411078962914914,-0.01709638285486654,-0.16286430875653096
-2.8,0.1466666666666665,-1.1428571428571428,0.5,-1.4494158533312742,-0.13868503578021318,-0.15784800236080024
-2.8,0.273333333333333,-1.1428571428571428,0.5,-1.4901034086707128,-0.32508714625881663,-0.18270985297704317
-2.8,0.4,-1.1428571428571428,0.5,-1.5731342063521154,-0.609237312208144,-0.24701499064801427
-2.5999999999999996,-1.5,-1.1428571428571428,0.5,-2.501736162830788,-0.4360037151507257,-1.2945107458570853
-2.5999999999999996,-1.3733333333333333,-1.1428571428571428,0.5,-2.3805834904460994,-0.3211423084712806,-1.1724823286965678
-2.5999999999999996,-1.2466666666666666,-1.1428571428571428,0.5,-2.261338575072031,-0.21107423982726195,-1.052381758715533
-2.5999999999999996,-1.12,-1.1428571428571428,0.5,-2.1448230814222455,-0.10755805033146974,-0.9348554840701853
-2.5999999999999996,-0.9933333333333334,-1.1428571428571428,0.5,-2.032229198600497,-0.0129820930986,-0.8207557500753487
-2.5999999999999996,-0.8666666666666667,-1.1428571428571428,0.5,-1.925188532860389,0.06954126967365677,-0.7111863111528057
-2.5999999999999996,-0.7400000000000001,-1.1428571428571428,0.5,-1.8256790320388703,0.13638769794459904,-0.6075419540086647
-2.5999999999999996,-0.6133333333333335,-1.1428571428571428,0.5,-1.7357018557256936,0.1840039634167923,-0.5115209202472409
-2.5999999999999996,-0.4866666666666668,-1.1428571428571428,0.5,-1.6569470746672366,0.20951139454588485,-0.42508307679238755
-2.5999999999999996,-0.3600000000000001,-1.1428571428571428,0.5,-1.5908745925773147,0.21068708115411994,-0.3503601307697989
-2.5999999999999996,-0.2333333333333334,-1.1428571428571428,0.5,-1.5392840051284793,0.185020357277999,-0.28960767389226477
-2.5999999999999996,-0.10666666666666691,-1.1428571428571428,0.5,-1.504976649891482,0.1280498719052474,-0.2453623216610908
-2.5999999999999996,0.019999999999999796,-1.1428571428571428,0.5,-1.49216301898754,0.031184183382670577,-0.22092676847776166
-2.5999999999999996,0.1466666666666665,-1.1428571428571428,0.5,-1.5065522298318186,-0.12091670427188465,-0.22111715925582595
-2.5999999999999996,0.273333333333333,-1.1428571428571428,0.5,-1.555382920762689,-0.35285812780072234,-0.25291457753977287
-2.5999999999999996,0.4,-1.1428571428571428,0.5,-1.6481378859696036,-0.6985086427023788,-0.3252854851152358
-2.4,-1.5,-1.1428571428571428,0.5,-2.5283599773023084,-0.3535329244487855,-1.326094827937698
-2.4,-1.3733333333333333,-1.1428571428571428,0.5,-2.407343957681192,-0.23894230314241582,-1.2042607975922803
-2.4,-1.2466666666666666,-1.1428571428571428,0.5,-2.2884003898418754,-0.129480758281943,-1.0845738410858767
-2.4,-1.12,-1.1428571428571428,0.5,-2.1724435407609164,-0.02714542570746661,-0.9677261565816436
-2.4,-0.9933333333333334,-1.1428571428571428,0.5,-2.0607542735846565,0.06545423102128467,-0.8546086355098927
-2.4,-0.8666666666666667,-1.1428571428571428,0.5,-1.9550023191111165,0.14509236010951548,-0.7463544100470751
-2.4,-0.7400000000000001,-1.1428571428571428,0.5,-1.8570993723328115,0.20822287545010454,-0.6443738708637399
-2.4,-0.6133333333333335,-1.1428571428571428,0.5,-1.768889863196705,0.25152351900074166,-0.5503549771210134
-2.4,-0.4866666666666668,-1.1428571428571428,0.5,-1.6919455805993593,0.2722595408982613,-0.4662077069445969
-2.4,-0.3600000000000001,-1.1428571428571428,0.5,-1.6277846574548676,0.2679479567303886,-0.39398601955584334
-2.4,-0.2333333333333334,-1.1428571428571428,0.5,-1.5784614017933052,0.23520943840235026,-0.3359099077321101
-2.4,-0.10666666666666691,-1.1428571428571428,0.5,-1.547167776893886,0.16800902240786547,-0.2946492121968053
-2.4,0.019999999999999796,-1.1428571428571428,0.5,-1.5385525568686873,0.055435406517297205,-0.2739175686757381
-2.4,0.1466666666666665,-1.1428571428571428,0.5,-1.55862488692037,-0.12056388955167564,-0.27913816049457113
-2.4,0.273333333333333,-1.1428571428571428,0.5,-1.6143949711820014,-0.38579534539830723,-0.3175271099060149
-2.4,0.4,-1.1428571428571428,0.5,-1.7140594286233224,-0.7683899271186192,-0.3966549177152449
-2.2,-1.5,-1.1428571428571428,0.5,-2.5501725665397927,-0.2920525574628173,-1.3561089340865693
-2.2,-1.3733333333333333,-1.1428571428571428,0.5,-2.429285269607959,-0.17796394203973162,-1.2344690047542073
-2.2,-1.2466666666666666,-1.1428571428571428,0.5,-2.3106412459781893,-0.06931236159374518,-1.1151810002295914
-2.2,-1.12,-1.1428571428571428,0.5,-2.1952271829409256,0.031725535829281164,-0.9989806173974874
-2.2,-0.9933333333333334,-1.1428571428571428,0.5,-2.084382266318066,0.12240172638985312,-0.8867981427165309
-2.2,-0.8666666666666667,-1.1428571428571428,0.5,-1.9797825164869067,0.19948121889230927,-0.7797983372907444
-2.2,-0.7400000000000001,-1.1428571428571428,0.5,-1.8832674744390445,0.2595921426389438,-0.6794046882303757
-2.2,-0.6133333333333335,-1.1428571428571428,0.5,-1.7965695827625083,0.2996873893142365,-0.5872796543007037
-2.2,-0.4866666666666668,-1.1428571428571428,0.5,-1.721212457476696,0.3171765978774843,-0.5052553796401591
-2.2,-0.3600000000000001,-1.1428571428571428,0.5,-1.6588052825507376,0.3093546171894986,-0.43528243334498506
-2.2,-0.2333333333333334,-1.1428571428571428,0.5,-1.611626993016344,0.27213248629250586,-0.3795463212383626
-2.2,-0.10666666666666691,-1.1428571428571428,0.5,-1.583183027874064,0.19825001356014132,-0.3408940309502855
-2.2,0.019999999999999796,-1.1428571428571428,0.5,-1.5784331766496607,0.07515207258465748,-0.3235137762958215
-2.2,0.1466666666666665,-1.1428571428571428,0.5,-1.6034603443342945,-0.11670422014545777,-0.33340053151511767
-2.2,0.273333333333333,-1.1428571428571428,0.5,-1.6646952217599347,-0.4025550590612212,-0.37762170526521216
-2.2,0.4,-1.1428571428571428,0.5,-1.7687328060977947,-0.8033926785377687,-0.46156449596517013
-2.0,-1.5,-1.1428571428571428,0.5,-2.5683030942062217,-0.2381166410418558,-1.3854308188441375
-2.0,-1.3733333333333333,-1.1428571428571428,0.5,-2.4475660033595688,-0.1248212143522309,-1.264014801198667
-2.0,-1.2466666666666666,-1.1428571428571428,0.5,-2.329226743099575,-0.017255668393460172,-1.1451254932388908
-2.0,-1.12,-1.1428571428571428,0.5,-2.214325287440502,0.08228236958509433,-1.0295431437990692
-2.0,-0.9933333333333334,-1.1428571428571428,0.5,-2.104237825798016,0.1709809426517168,-0.9182426490193711
-2.0,-0.8666666666666667,-1.1428571428571428,0.5,-2.000634444370995,0.24567259904547,-0.8124263177525801
-2.0,-0.7400000000000001,-1.1428571428571428,0.5,-1.9052979164103832,0.30320278788926913,-0.7135301462272408
-2.0,-0.6133333333333335,-1.1428571428571428,0.5,-1.8198945001468516,0.34078619302889734,-0.6231782324458693
-2.0,-0.4866666666666668,-1.1428571428571428,0.5,-1.7459422721685343,0.3559489124626509,-0.5431036012099462
-2.0,-0.3600000000000001,-1.1428571428571428,0.5,-1.685140955741332,0.3458050982717608,-0.4751392561102298
-2.0,-0.2333333333333334,-1.1428571428571428,0.5,-1.6399471445978122,0.30571485998615344,-0.4214493780840765
-2.0,-0.10666666666666691,-1.1428571428571428,0.5,-1.614108426531537,0.22749022820199372,-0.3851097885762228
-2.0,0.019999999999999796,-1.1428571428571428,0.5,-1.6128170067186218,0.09743160935164502,-0.37084391452275817
-2.0,0.1466666666666665,-1.1428571428571428,0.5,-1.6421457614656774,-0.10484779194216291,-0.38515315670636374
-2.0,0.273333333333333,-1.1428571428571428,0.5,-1.7078342710036978,-0.4036428997530806,-0.4345201259877153
-2.0,0.4,-1.1428571428571428,0.5,-1.8146135304658841,-0.8135817043146218,-0.5214649783355753
-1.8,-1.5,-1.1428571428571428,0.5,-2.5858687160285,-0.18626013044549697,-1.4155890691409578
-1.8,-1.3733333333333333,-1.1428571428571428,0.5,-2.4653125556693993,-0.07397580794310697,-1.2944230972792043
-1.8,-1.2466666666666666,-1.1428571428571428,0.5,-2.3472822691100745,0.03228678895446536,-1.1759210177414499
-1.8,-1.12,-1.1428571428571428,0.5,-2.2328516582357167,0.1301637467735972,-1.0609044495939928
-1.8,-0.9933333333333334,-1.1428571428571428,0.5,-2.1234152917965403,0.21684208629277177,-0.9503913802251608
-1.8,-0.8666666666666667,-1.1428571428571428,0.5,-2.020629703875393,0.289268913887348,-0.8456187414464683
-1.8,-0.7400000000000001,-1.1428571428571428,0.5,-1.9262345869864532,0.34450414176330213,-0.7480266859613902
-1.8,-0.6133333333333335,-1.1428571428571428,0.5,-1.8418591609956536,0.37996830899709266,-0.6591880002645463
-1.8,-0.4866666666666668,-1.1428571428571428,0.5,-1.76903441629171,0.39325048635980414,-0.580728584288676
-1.8,-0.3600000000000001,-1.1428571428571428,0.5,-1.709538444636749,0.38130487434398214,-0.514375415841783
-1.8,-0.2333333333333334,-1.1428571428571428,0.5,-1.6659704039280783,0.3390628372185631,-0.46231567559946396
-1.8,-0.10666666666666691,-1.1428571428571428,0.5,-1.6422889764987403,0.2576122426927299,-0.4279345753116705
-1.8,0.019999999999999796,-1.1428571428571428,0.5,-1.6439261521912414,0.12236352565425081,-0.41657161697225176
-1.8,0.1466666666666665,-1.1428571428571428,0.5,-1.677006645863898,-0.08771059817357951,-0.4351765763380086
-1.8,0.273333333333333,-1.1428571428571428,0.5,-1.746572523588675,-0.39591344025870256,-0.4892289511758069
-1.8,0.4,-1.1428571428571428,0.5,-1.8550146511174788,-0.8118505343798645,-0.5778422276963594
-4.0,-1.5,-0.8571428571428572,0.5,-2.1813566022310695,-2.454589664144308,-1.0685865674722983
-4.0,-1.3733333333333333,-0.8571428571428572,0.5,-2.057165133324119,-2.3379901295079932,-0.944392845655001
-4.0,-1.2466666666666666,-0.8571428571428572,0.5,-1.9344397601074093,-2.221990300505375,-0.8212040490894247
-4.0,-1.12,-0.8571428571428572,0.5,-1.8135295612796156,-2.106713339998471,-0.6991994762246208
-4.0,-0.9933333333333334,-0.8571428571428572,0.5,-1.6949131713179355,-1.9926372520709492,-0.5787495288869929
-4.0,-0.8666666666666667,-0.8571428571428572,0.5,-1.5793004096284164,-1.8809875180845097,-0.4605362403679956
-4.0,-0.7400000000000001,-0.8571428571428572,0.5,-1.4678271461252024,-1.7741929780231445,-0.3456973249432981
-4.0,-0.6133333333333335,-0.8571428571428572,0.5,-1.3623890851329037,-1.676223097580646,-0.23598725514676167
-4.0,-0.4866666666666668,-0.8571428571428572,0.5,-1.2660573338519256,-1.5923413075422488,-0.13392928752504923
-4.0,-0.3600000000000001,-0.8571428571428572,0.5,-1.1831904982895125,-1.527704940621632,-0.04289188621657863
-4.0,-0.2333333333333334,-0.8571428571428572,0.5,-1.1185852367782303,-1.4852392819060256,0.033024928049262825
-4.0,-0.10666666666666691,-0.8571428571428572,0.5,-1.075877907403111,-1.4650825721800729,0.0893852888813366
-4.0,0.019999999999999796,-0.8571428571428572,0.5,-1.0569776136421254,-1.46740211965691,0.1219590087916143
-4.0,0.1466666666666665,-0.8571428571428572,0.5,-1.0634860936749106,-1.4958204990867543,0.1268554096365334
-4.0,0.273333333333333,-0.8571428571428572,0.5,-1.0987792389411908,-1.558185972347701,0.09944506212786487
-4.0,0.4,-0.8571428571428572,0.5,-1.169478391999661,-1.6675695601473208,0.03141345969997107
-3.8,-1.5,-0.8571428571428572,0.5,-2.1687263637201752,-2.0679566074879645,-1.0734912152517848
-3.8,-1.3733333333333333,-0.8571428571428572,0.5,-2.045183309149145,-1.9502101846953295,-0.9490317033285693
-3.8,-1.2466666666666666,-0.8571428571428572,0.5,-1.9230090881984268,-1.8338366046137793,-0.8257489756124983
-3.8,-1.12,-0.8571428571428572,0.5,-1.8025565717434802,-1.7191905912643577,-0.7039010206672034
-3.8,-0.9933333333333334,-0.8571428571428572,0.5,-1.6843359523120682,-1.607056384245027,-0.583939110538269
-3.8,-0.8666666666666667,-0.8571428571428572,0.5,-1.5691232345755282,-1.4990383117454085,-0.4666090465532568
-3.8,-0.7400000000000001,-0.8571428571428572,0.5,-1.4581602257962203,-1.3979772247703792,-0.353065481639088
-3.8,-0.6133333333333335,-0.8571428571428572,0.5,-1.353465250880305,-1.3081527414170822,-0.24498948732639683
-3.8,-0.4866666666666668,-0.8571428571428572,0.5,-1.258111223164157,-1.2347868860474662,-0.14468606786886332
-3.8,-0.3600000000000001,-0.8571428571428572,0.5,-1.1760281287114225,-1.182517832276453,-0.05511331500097012
-3.8,-0.2333333333333334,-0.8571428571428572,0.5,-1.111045245127528,-1.1536492260402937,0.02023180860913136
-3.8,-0.10666666666666691,-0.8571428571428572,0.5,-1.0660065872954405,-1.1480559572176148,0.07761921417770362
-3.8,0.019999999999999796,-0.8571428571428572,0.5,-1.0430614116900543,-1.1655697489709596,0.11345836544849423
-3.8,0.1466666666666665,-0.8571428571428572,0.5,-1.0447580255735573,-1.2088445692674412,0.12431211088429218
-3.8,0.273333333333333,-0.8571428571428572,0.5,-1.0751554632929725,-1.284293603375616,0.10589544116622063
-3.8,0.4,-0.8571428571428572,0.5,-1.1409369237402345,-1.4028234071146102,0.05028952586467128
-3.6,-1.5,-0.8571428571428572,0.5,-2.153909397635722,-1.6828753937765342,-1.097473118165885
-3.6,-1.3733333333333333,-0.8571428571428572,0.5,-2.030933983543001,-1.5648912769204202,-0.9730544684778837
-3.6,-1.2466666666666666,-0.8571428571428572,0.5,-1.9092974192719367,-1.4490582896295479,-0.8498661780332972
-3.6,-1.12,-0.8571428571428572,0.5,-1.789387882115804,-1.3359051869291392,-0.7282540822936878
-3.6,-0.9933333333333334,-0.8571428571428572,0.5,-1.6717900959997607,-1.226447144600101,-0.6087651963186588
-3.6,-0.8666666666666667,-0.8571428571428572,0.5,-1.5574135122889672,-1.1225660430342543,-0.4922345947890652
-3.6,-0.7400000000000001,-0.8571428571428572,0.5,-1.44770294724146,-1.0273609327438393,-0.37987754270710306
-3.6,-0.6133333333333335,-0.8571428571428572,0.5,-1.3448894965202527,-0.9451762776482582,-0.27337322317499985
-3.6,-0.4866666666666668,-0.8571428571428572,0.5,-1.2520278908563185,-0.8808716020860956,-0.17491527671538512
-3.6,-0.3600000000000001,-0.8571428571428572,0.5,-1.1724438222137366,-0.8383109750994251,-0.08719103323875349
-3.6,-0.2333333333333334,-0.8571428571428572,0.5,-1.1088470195614875,-0.819133935902606,-0.013250074882609134
-3.6,-0.10666666666666691,-0.8571428571428572,0.5,-1.0632170804759795,-0.8231726882811898,0.04372968303700995
-3.6,0.019999999999999796,-0.8571428571428572,0.5,-1.0377083888338845,-0.8505659833398198,0.08063709322026112
-3.6,0.1466666666666665,-0.8571428571428572,0.5,-1.0355552043147114,-0.9040842849430105,0.0942619856575404
-3.6,0.273333333333333,-0.8571428571428572,0.5,-1.0615842291000988,-0.9901849526381099,0.08029432128576575
-3.6,0.4,-0.8571428571428572,0.5,-1.1230804294403782,-1.119788711938881,0.030810235975492997
-3.4,-1.5,-0.8571428571428572,0.5,-2.1437835059512764,-1.3206432206987486,-1.1358531003414247
-3.4,-1.3733333333333333,-0.8571428571428572,0.5,-2.0213332279396923,-1.2031629069832803,-1.0118474215300466
-3.4,-1.2466666666666666,-0.8571428571428572,0.5,-1.900258646112981,-1.088531940841868,-0.8890823252791029
-3.4,-1.12,-0.8571428571428572,0.5,-1.7810043926832932,-0.9774397664659276,-0.7679825404967937
-3.4,-0.9933333333333334,-0.8571428571428572,0.5,-1.6642570601901099,-0.8711142444759262,-0.6491840222517463
-3.4,-0.8666666666666667,-0.8571428571428572,0.5,-1.5510948754762595,-0.7716789590380203,-0.5336100363792338
-3.4,-0.7400000000000001,-0.8571428571428572,0.5,-1.4431928077168834,-0.6824093408150418,-0.42254627559158553
-3.4,-0.6133333333333335,-0.8571428571428572,0.5,-1.3429626841687607,-0.6075626940178438,-0.31769887315717626
-3.4,-0.4866666666666668,-0.8571428571428572,0.5,-1.2533234218244829,-0.5514621886227075,-0.22120877510581471
-3.4,-0.3600000000000001,-0.8571428571428572,0.5,-1.1769664156940038,-0.5171329070889215,-0.13559032667435192
-3.4,-0.2333333333333334,-0.8571428571428572,0.5,-1.1157925471991987,-0.5056325535031476,-0.0635828088708533
-3.4,-0.10666666666666691,-0.8571428571428572,0.5,-1.0713514270067819,-0.5168955116409464,-0.007975677522122653
-3.4,0.019999999999999796,-0.8571428571428572,0.5,-1.04586248107303,-0.5516627870351272,0.02842251908443051
-3.4,0.1466666666666665,-0.8571428571428572,0.5,-1.0429127629382364,-0.6134288148772812,0.04242186656749123
-3.4,0.273333333333333,-0.8571428571428572,0.5,-1.067813783929715,-0.709664484250851,0.029389302122764957
-3.4,0.4,-0.8571428571428572,0.5,-1.128606919591931,-0.853041742249431,-0.01900115414753278
-3.2,-1.5,-0.8571428571428572,0.5,-2.145554665633057,-1.0021932294152833,-1.1802116478380786
-3.2,-1.3733333333333333,-0.8571428571428572,0.5,-2.0235481941622737,-0.8856877693937761,-1.056859963414383
-3.2,-1.2466666666666666,-0.8571428571428572,0.5,-1.9030111976549406,-0.7726005801835711,-0.9348098200134697
-3.2,-1.12,-0.8571428571428572,0.5,-1.7844648347129564,-0.6638125190371298,-0.8145508003322695
-3.2,-0.9933333333333334,-0.8571428571428572,0.5,-1.6687200821715535,-0.5607944091970863,-0.6967918750207496
-3.2,-0.8666666666666667,-0.8571428571428572,0.5,-1.557038277968445,-0.46592635161485424,-0.5825287540642018
-3.2,-0.7400000000000001,-0.8571428571428572,0.5,-1.4512964725446054,-0.3826382585675532,-0.4731054082805184
-3.2,-0.6133333333333335,-0.8571428571428572,0.5,-1.3539740799444075,-0.3150473424883131,-0.3702526839327032
-3.2,-0.4866666666666668,-0.8571428571428572,0.5,-1.2677162683081349,-0.2669414980386406,-0.276076771321503
-3.2,-0.3600000000000001,-0.8571428571428572,0.5,-1.1946568993429523,-0.24067079622163587,-0.19297120584471508
-3.2,-0.2333333333333334,-0.8571428571428572,0.5,-1.1362871737190048,-0.23700014988961016,-0.1234657147020635
-3.2,-0.10666666666666691,-0.8571428571428572,0.5,-1.0941723056368744,-0.25625963816261077,-0.07011455201840232
-3.2,0.019999999999999796,-0.8571428571428572,0.5,-1.0708218353692587,-0.3001686064099048,-0.03561314696528544
-3.2,0.1466666666666665,-0.8571428571428572,0.5,-1.0701719138235077,-0.3736413976283898,-0.023336462566025312
-3.2,0.273333333333333,-0.8571428571428572,0.5,-1.0979289341572098,-0.4863916834807043,-0.03846611131187241
-3.2,0.4,-0.8571428571428572,0.5,-1.1628843521943608,-0.6551888020420619,-0.08995177597094842
-3.0,-1.5,-0.8571428571428572,0.5,-2.1614092367462447,-0.745733115810495,-1.223013353639547
-3.0,-1.3733333333333333,-0.8571428571428572,0.5,-2.0397590283191036,-0.6302263047110657,-1.1003109976892875
-3.0,-1.2466666666666666,-0.8571428571428572,0.5,-1.9197091680694953,-0.5186105776533267,-0.9790579600431177
-3.0,-1.12,-0.8571428571428572,0.5,-1.8018760470624144,-0.41201578173215114,-0.8598021695306363
-3.0,-0.9933333333333334,-0.8571428571428572,0.5,-1.6872096692982552,-0.3122067027072149,-0.7433141480198224
-3.0,-0.8666666666666667,-0.8571428571428572,0.5,-1.5771446017528206,-0.22184807648577015,-0.6306460097218626
-3.0,-0.7400000000000001,-0.8571428571428572,0.5,-1.473689855796664,-0.14452021797218603,-0.5231820786820166
-3.0,-0.6133333333333335,-0.8571428571428572,0.5,-1.3792597163031175,-0.084205247235758,-0.422663859513036
-3.0,-0.4866666666666668,-0.8571428571428572,0.5,-1.2961553508854564,-0.04428801189376947,-0.3311616474350862
-3.0,-0.3600000000000001,-0.8571428571428572,0.5,-1.2261160443978554,-0.026793216872057716,-0.2509737612200059
-3.0,-0.2333333333333334,-0.8571428571428572,0.5,-1.1705518710471736,-0.032694473737762936,-0.1844917111622808
-3.0,-0.10666666666666691,-0.8571428571428572,0.5,-1.131320394840948,-0.06328447050074006,-0.13416559783318427
-3.0,0.019999999999999796,-0.8571428571428572,0.5,-1.1113962226496668,-0.12202264810229481,-0.10275692650894833
-3.0,0.1466666666666665,-0.8571428571428572,0.5,-1.1151990062087833,-0.21654510011532585,-0.09400823889011471
-3.0,0.273333333333333,-0.8571428571428572,0.5,-1.1489624090745991,-0.3611063075857288,-0.11376239110533677
-3.0,0.4,-0.8571428571428572,0.5,-1.2223027170140242,-0.5805759634276271,-0.17149297607050076
-2.8,-1.5,-0.8571428571428572,0.5,-2.187245354859911,-0.5591134119969823,-1.2611526694811537
-2.8,-1.3733333333333333,-0.8571428571428572,0.5,-2.065876554094814,-0.4442645526396376,-1.138925530974761
-2.8,-1.2466666666666666,-0.8571428571428572,0.5,-1.9462570003347963,-0.33373396079630874,-1.0183538951170141
-2.8,-1.12,-0.8571428571428572,0.5,-1.8291104072436397,-0.22894486055391644,-0.9000429384706485
-2.8,-0.9933333333333334,-0.8571428571428572,0.5,-1.7155258454758453,-0.13198460432579395,-0.7848174639464982
-2.8,-0.8666666666666667,-0.8571428571428572,0.5,-1.6070770130964291,-0.04579791358520424,-0.6737733991534179
-2.8,-0.7400000000000001,-0.8571428571428572,0.5,-1.5058193356863327,0.025921140660720734,-0.5683211967114812
-2.8,-0.6133333333333335,-0.8571428571428572,0.5,-1.4140092130963493,0.07932936398868404,-0.47020221486298797
-2.8,-0.4866666666666668,-0.8571428571428572,0.5,-1.3336287846471109,0.11129343647288437,-0.38144905930375606
-2.8,-0.3600000000000001,-0.8571428571428572,0.5,-1.266209398582319,0.1197494277107935,-0.30428193708704143
-2.8,-0.2333333333333334,-0.8571428571428572,0.5,-1.2132856617871681,0.10300484189798453,-0.24100798120586436
-2.8,-0.10666666666666691,-0.8571428571428572,0.5,-1.1771261687776828,0.05818338379930303,-0.19408022112484566
-2.8,0.019999999999999796,-0.8571428571428572,0.5,-1.1612508658085048,-0.020784268029544282,-0.1664781662156464
-2.8,0.1466666666666665,-0.8571428571428572,0.5,-1.1706669474367644,-0.14558606686646416,-0.16245008317088241
-2.8,0.273333333333333,-0.8571428571428572,0.5,-1.2122247123860603,-0.3366442510799885,-0.18848313832212205
-2.8,0.4,-0.8571428571428572,0.5,-1.2960861928560874,-0.6269393107299237,-0.25414437249197136
-2.5999999999999996,-1.5,-0.8571428571428572,0.5,-2.2160798993421906,-0.43412645331823546,-1.295298515195422
-2.5999999999999996,-1.3733333333333333,-0.8571428571428572,0.5,-2.0949146928266558,-0.319596102250209,-1.173364899541509
-2.5999999999999996,-1.2466666666666666,-0.8571428571428572,0.5,-1.9756574383433119,-0.20978042659108806,-1.0533077739301264
-2.5999999999999996,-1.12,-0.8571428571428572,0.5,-1.8591383352189794,-0.10639458552046216,-0.9357850491788241
-2.5999999999999996,-0.9933333333333334,-0.8571428571428572,0.5,-1.7465674015366446,-0.0118234159725361,-0.8216670703664085
-2.5999999999999996,-0.8666666666666667,-0.8571428571428572,0.5,-1.639608642618093,0.07077329173539221,-0.7120837210532038
-2.5999999999999996,-0.7400000000000001,-0.8571428571428572,0.5,-1.5402937658633107,0.13768142702841857,-0.6084641555822912
-2.5999999999999996,-0.6133333333333335,-0.8571428571428572,0.5,-1.4506948448162476,0.18524898448340818,-0.5125453626422632
-2.5999999999999996,-0.4866666666666668,-0.8571428571428572,0.5,-1.3725633578384304,0.21051670455261734,-0.42632087217990683
-2.5999999999999996,-0.3600000000000001,-0.8571428571428572,0.5,-1.307376261735996,0.21117826245736632,-0.3519410182458485
-2.5999999999999996,-0.2333333333333334,-0.8571428571428572,0.5,-1.2568886415591933,0.18458129290568337,-0.2916645923785998
-2.5999999999999996,-0.10666666666666691,-0.8571428571428572,0.5,-1.2237956894857476,0.12603001581732085,-0.2480288928496074
-2.5999999999999996,0.019999999999999796,-0.8571428571428572,0.5,-1.2121488199000012,0.02662480137521334,-0.22434877343004545
-2.5999999999999996,0.1466666666666665,-0.8571428571428572,0.5,-1.2274892117581544,-0.12926113545638887,-0.225459016716201
-2.5999999999999996,0.273333333333333,-0.8571428571428572,0.5,-1.2770022754786154,-0.36625466083299335,-0.2583441552946681
-2.5999999999999996,0.4,-0.8571428571428572,0.5,-1.3704430220013677,-0.717411397437985,-0.33199271076673703
-2.4,-1.5,-0.8571428571428572,0.5,-2.242382354203393,-0.35103998360402494,-1.326973677810545
-2.4,-1.3733333333333333,-0.8571428571428572,0.5,-2.121363675304508,-0.23676996281985654,-1.205244922827527
-2.4,-1.2466666666666666,-0.8571428571428572,0.5,-2.002423662192207,-0.12757925286680913,-1.0856074940926534
-2.4,-1.12,-0.8571428571428572,0.5,-1.886484390866137,-0.025431455291268897,-0.9687646400602784
-2.4,-0.9933333333333334,-0.8571428571428572,0.5,-1.7748454380685388,0.06706265173622934,-0.8556248482935284
-2.4,-0.8666666666666667,-0.8571428571428572,0.5,-1.6692122054054295,0.14663694462522153,-0.747347090860987
-2.4,-0.7400000000000001,-0.8571428571428572,0.5,-1.571552674181845,0.2096800543283593,-0.6453757879526878
