logu,logz,logno,logn,nii_ha,oiii_hb,sii_ha
-1.8,0.019999999999999796,-2.0,0.5,-2.4914675815033505,0.11411012139948444,-0.42756906955356094
-1.8,0.1466666666666665,-2.0,0.5,-2.5279618301755633,-0.09126034620041425,-0.4477816456483022
-1.8,0.273333333333333,-2.0,0.5,-2.6032955197510077,-0.4022179903617058,-0.5034857970365411
-1.8,0.4,-2.0,0.5,-2.716344786818091,-0.8421476691767609,-0.5943406427391237
-4.0,-1.5,-1.7142857142857144,0.5,-3.0322842393637117,-2.3776355072946416,-1.0806012281289614
-4.0,-1.3733333333333333,-1.7142857142857144,0.5,-2.909279741728639,-2.266042283164282,-0.9546626574418178
-4.0,-1.2466666666666666,-1.7142857142857144,0.5,-2.787607121615636,-2.154799588969432,-0.8300120149960377
-4.0,-1.12,-1.7142857142857144,0.5,-2.6676512554442056,-2.0442404451610443,-0.7068397263968513
-4.0,-0.9933333333333334,-1.7142857142857144,0.5,-2.5499197815232364,-1.9350923162038072,-0.585522071440782
-4.0,-0.8666666666666667,-1.7142857142857144,0.5,-2.435161438375353,-1.8288304210095845,-0.4667163438209691
-4.0,-0.7400000000000001,-1.7142857142857144,0.5,-2.3245910818065525,-1.728038004948985,-0.35148664032416266
-4.0,-0.6133333333333335,-1.7142857142857144,0.5,-2.2202571925317613,-1.636578847651684,-0.24146077007392414
-4.0,-0.4866666666666668,-1.7142857142857144,0.5,-2.1254386133851284,-1.5591844694109653,-0.1390023941399268
-4.0,-0.3600000000000001,-1.7142857142857144,0.5,-2.04456805431888,-1.5001294595701538,-0.04734039930367731
-4.0,-0.2333333333333334,-1.7142857142857144,0.5,-1.982069944734995,-1.4616263889896643,0.029461500537502218
-4.0,-0.10666666666666691,-1.7142857142857144,0.5,-1.940812037471666,-1.4439043409510859,0.08680663860431236
-4.0,0.019999999999999796,-1.7142857142857144,0.5,-1.922111102610664,-1.448043242259068,0.1200398486532794
-4.0,0.1466666666666665,-1.7142857142857144,0.5,-1.9274774505247834,-1.4787149123140182,0.12459826363039371
-4.0,0.273333333333333,-1.7142857142857144,0.5,-1.9604483249294873,-1.544804778064261,0.09508104339138525
-4.0,0.4,-1.7142857142857144,0.5,-2.027628750175765,-1.6614296255717704,0.02258508158322411
-3.8,-1.5,-1.7142857142857144,0.5,-3.023776730982803,-2.0072096537877826,-1.0822238131685327
-3.8,-1.3733333333333333,-1.7142857142857144,0.5,-2.9010002500872147,-1.8932891193300563,-0.9564564994403308
-3.8,-1.2466666666666666,-1.7142857142857144,0.5,-2.7795146096752035,-1.7806028127540117,-0.8320591182660855
-3.8,-1.12,-1.7142857142857144,0.5,-2.659678055419306,-1.6697332318311737,-0.7093055944524439
-3.8,-0.9933333333333334,-1.7142857142857144,0.5,-2.5419931020937767,-1.5617019086045758,-0.5886588463863758
-3.8,-0.8666666666666667,-1.7142857142857144,0.5,-2.427235906574552,-1.4583123854148141,-0.47085049270491924
-3.8,-0.7400000000000001,-1.7142857142857144,0.5,-2.316689748709493,-1.3624662562337804,-0.35698022182253675
-3.8,-0.6133333333333335,-1.7142857142857144,0.5,-2.2124817866936937,-1.278227157971962,-0.24863098751375967
-3.8,-0.4866666666666668,-1.7142857142857144,0.5,-2.1178133412393123,-1.2102642901840994,-0.14798382407797558
-3.8,-0.3600000000000001,-1.7142857142857144,0.5,-2.0365819670986625,-1.1625336281149714,-0.05788740500402392
-3.8,-0.2333333333333334,-1.7142857142857144,0.5,-1.97228690620139,-1.1369400842899324,0.01819827104638867
-3.8,-0.10666666666666691,-1.7142857142857144,0.5,-1.927342437630088,-1.1334346131931952,0.07644742168465805
-3.8,0.019999999999999796,-1.7142857142857144,0.5,-1.9036674032171064,-1.1522087008462023,0.11300315201279322
-3.8,0.1466666666666665,-1.7142857142857144,0.5,-1.9038094759019728,-1.196230289080063,0.12400977143951866
-3.8,0.273333333333333,-1.7142857142857144,0.5,-1.9319062067390647,-1.2719775080145013,0.10468629057398487
-3.8,0.4,-1.7142857142857144,0.5,-1.994489263195831,-1.3905854801483244,0.04653751814311386
-3.6,-1.5,-1.7142857142857144,0.5,-3.011279958082376,-1.6402190453385472,-1.1030155673025062
-3.6,-1.3733333333333333,-1.7142857142857144,0.5,-2.8887575168191404,-1.5248192702409469,-0.9776749558936318
-3.6,-1.2466666666666666,-1.7142857142857144,0.5,-2.7675476683715203,-1.4115596903954284,-0.8537040885966036
-3.6,-1.12,-1.7142857142857144,0.5,-2.64802633343448,-1.301214617099106,-0.7314622082498438
-3.6,-0.9933333333333334,-1.7142857142857144,0.5,-2.530752521046793,-1.1950171646775587,-0.6115049887986803
-3.6,-0.8666666666666667,-1.7142857142857144,0.5,-2.41661829066652,-1.0949823153844562,-0.4946537540030205
-3.6,-0.7400000000000001,-1.7142857142857144,0.5,-2.3070851185227568,-1.0041626010163895,-0.3820757896287264
-3.6,-0.6133333333333335,-1.7142857142857144,0.5,-2.2044307758230275,-0.9265885821806421,-0.27536768118990335
-3.6,-0.4866666666666668,-1.7142857142857144,0.5,-2.1116988097504787,-0.8665889542263798,-0.17662252575097717
-3.6,-0.3600000000000001,-1.7142857142857144,0.5,-2.0320192444514262,-0.8275587584993147,-0.08844253569125074
-3.6,-0.2333333333333334,-1.7142857142857144,0.5,-1.9677894737010746,-0.8110105171880592,-0.01384669896546472
-3.6,-0.10666666666666691,-1.7142857142857144,0.5,-1.920841323559074,-0.8169243040853473,0.04393421824259359
-3.6,0.019999999999999796,-1.7142857142857144,0.5,-1.8934566762638951,-0.8455748675411883,0.08164653893955992
-3.6,0.1466666666666665,-1.7142857142857144,0.5,-1.88912245547332,-0.8997158899646179,0.09587444832127268
-3.6,0.273333333333333,-1.7142857142857144,0.5,-1.9128334577753918,-0.9855484692352191,0.08207150826866635
-3.6,0.4,-1.7142857142857144,0.5,-1.9716427198803217,-1.1134227133951526,0.03191231439809299
-3.4,-1.5,-1.7142857142857144,0.5,-3.001040259151509,-1.2953233796120713,-1.1386742968466284
-3.4,-1.3733333333333333,-1.7142857142857144,0.5,-2.878855754327631,-1.179207575140083,-1.014031233139221
-3.4,-1.2466666666666666,-1.7142857142857144,0.5,-2.758051059579749,-1.0660586311714937,-0.890745773940671
-3.4,-1.12,-1.7142857142857144,0.5,-2.6390516200983214,-0.9568242804487213,-0.7692495112261871
-3.4,-0.9933333333333334,-1.7142857142857144,0.5,-2.5225136754770787,-0.8529263253126231,-0.6501787622030949
-3.4,-0.8666666666666667,-1.7142857142857144,0.5,-2.4094926900726747,-0.7565529527290451,-0.5344371911719052
-3.4,-0.7400000000000001,-1.7142857142857144,0.5,-2.301658560019135,-0.6708347209152734,-0.42326245116063016
-3.4,-0.6133333333333335,-1.7142857142857144,0.5,-2.2013994918156854,-0.5996472551615923,-0.31828556645818346
-3.4,-0.4866666666666668,-1.7142857142857144,0.5,-2.111497034189476,-0.5468324171275754,-0.2215612406608611
-3.4,-0.3600000000000001,-1.7142857142857144,0.5,-2.0343601669499733,-0.5151132405595362,-0.13553479130629129
-3.4,-0.2333333333333334,-1.7142857142857144,0.5,-1.9716455952625722,-0.5055606561448656,-0.06292023388980515
-3.4,-0.10666666666666691,-1.7142857142857144,0.5,-1.9249275526759178,-0.5182472349796399,-0.006532145309079746
-3.4,0.019999999999999796,-1.7142857142857144,0.5,-1.896738873714952,-0.5539168395261811,0.03076527045155283
-3.4,0.1466666666666665,-1.7142857142857144,0.5,-1.8911258768582826,-0.6159074122137723,0.04573220930005955
-3.4,0.273333333333333,-1.7142857142857144,0.5,-1.913757284184335,-0.7114205216468505,0.03369402281665954
-3.4,0.4,-1.7142857142857144,0.5,-1.9725036239474392,-0.8525706995387949,-0.013907780295088129
-3.2,-1.5,-1.7142857142857144,0.5,-3.0013585439794923,-0.99201632931036,-1.1810485943315534
-3.2,-1.3733333333333333,-1.7142857142857144,0.5,-2.8795275472751953,-0.8757570482001285,-1.0572176878628703
-3.2,-1.2466666666666666,-1.7142857142857144,0.5,-2.7591756373181084,-0.7631421559076869,-0.9348108254922081
